Wall time,Step,Value
1589473743.218569,43,0.0
1589473891.877806,95,0.0
1589473917.176543,168,0.0
1589473938.691705,230,0.0
1589473940.404594,235,0.0
1589473953.753171,274,0.0
1589473965.803947,309,0.0
1589473966.57632,311,0.0
1589473969.371862,319,0.0
1589474023.466584,475,0.0
1589474044.668523,537,0.0
1589474093.654982,580,0.0
1589474096.226096,587,0.0
1589474112.901407,635,0.0
1589474117.605531,648,0.0
1589474140.912669,715,1.0
1589474173.386191,809,0.0
1589474245.665023,1015,0.25
1589474263.488925,1067,0.0
1589474384.34709,1317,0.0
1589474390.07462,1334,0.0
1589474391.466118,1338,0.0
1589474408.085797,1386,0.0
1589474410.500281,1393,0.0
1589474425.635969,1437,0.0
1589474547.276897,1692,0.0
1589474561.733824,1735,0.0
1589474562.818726,1738,0.0
1589474610.603988,1878,0.0
1589474624.37796,1918,0.0
1589474666.131946,2037,1.0
1589474687.002768,2097,0.5
1589474755.427303,2200,0.0
1589474776.889564,2263,0.0
1589474792.094033,2308,0.0
1589474819.921747,2390,1.0
1589474836.154708,2437,0.0
1589474853.035208,2486,0.0
1589474853.329446,2487,0.0
1589474857.533772,2499,0.0
1589474869.105898,2533,0.0
1589474956.214831,2686,0.0
1589474975.035584,2741,0.5
1589475078.261813,3039,0.5
1589475177.083772,3231,1.0
1589475182.646274,3247,1.0
1589475202.850518,3306,0.0
1589475310.744343,3619,1.0
1589475311.507764,3621,0.6666666865348816
1589475328.554393,3671,0.0
1589475386.568213,3742,0.0
1589475411.330246,3815,0.0
1589475413.757692,3822,0.0
1589475450.433845,3929,0.0
1589475460.114364,3957,0.0
1589475488.830684,4037,0.5
1589475548.417915,4197,0.6666666865348816
1589475629.168406,4318,0.6666666865348816
1589475661.734921,4401,0.5
1589475695.301488,4493,0.0
1589475701.12661,4510,0.0
1589475755.592051,4669,0.0
1589475758.465326,4677,0.0
1589475830.935052,4789,0.5
1589475894.091614,4972,0.3333333432674408
1589475941.315641,5107,1.0
1589475950.992194,5135,0.0
1589476055.959663,5346,0.0
1589476060.770075,5360,0.0
1589476126.638018,5550,0.5
1589476171.662231,5680,0.0
1589476187.203657,5724,0.0
1589476216.807187,5809,0.0
1589476270.582108,5865,0.0
1589476273.02421,5872,0.5
1589476285.44201,5908,0.0
1589476313.78624,5991,0.0
1589476386.190584,6201,0.0
1589476392.713806,6220,0.6666666865348816
1589476416.558785,6290,1.0
1589476548.114726,6575,0.0
1589476558.117751,6604,0.0
1589476591.243162,6700,1.0
1589476595.43827,6712,0.0
1589476644.24438,6855,1.0
1589476716.342031,6967,0.0
